id,name,display_name,partisan,first_poll,last_poll,url,notes
1210,Viewpoint Florida,Viewpoint Florida,,2015-10-30,2015-10-30,http://viewpointflorida.org/,
534,Virginia Commonwealth U.,Virginia Commonwealth University L. Douglas Wilder School of Government and Public Affairs,,1992-09-29,2025-08-28,https://oppo.vcu.edu/policy-poll/,
1275,Vitale (telephone),Vitale (telephone),,2009-07-30,2009-07-30,http://example.com,
535,Voices of Florida,Voices of Florida,,,,,
1802,VoteTXT,VoteTXT,,2023-05-19,2023-05-19,https://www.votetxt.com/,
536,Voter Consumer Research,Voter/Consumer Research,,1992-04-07,2014-10-21,,
745,Voter Survey Service,Voter Survey Service,,2011-07-07,2014-04-03,,
1220,VoterGravity,VoterGravity,,2015-09-18,2015-09-18,http://votergravity.com/,
1284,Vox Populi Communications,Vox Populi Communications,,2000-02-15,2000-02-15,https://christophermckillop.com/,
537,Vox Populi Polling,Vox Populi Polling,,2014-04-17,2018-10-30,https://voxpoppolling.com/,
893,WCIA-TV,WCIA-TV,,1990-03-11,1998-10-14,,
703,WCIA-TV/WMBD-TV,WCIA-TV/WMBD-TV,,1984-03-14,1984-03-14,,
1267,WG/New Models,The Winston Group,,2003-01-01,2013-12-29,https://winstongroup.net/,
587,WHDH/WCVB,WHDH/WCVB,,,,,
584,WJAR-TV,WJAR-TV,,1980-10-16,1994-04-25,,
556,WJBK-TV,WJBK-TV,,,,,
578,WLNE,WLNE,,1984-03-09,1984-03-09,,
8,"WLNS-TV (Lansing, MI)","WLNS-TV (Lansing, MI)",,,,,
947,WNEU,WNEU,,2013-10-07,2013-10-07,,
558,WNEV-TV,WNEV-TV,,1988-02-16,1988-02-16,,
614,WP/Bloomberg/PSRAI,WP/Bloomberg/PSRAI,,2011-10-09,2011-10-09,,
1266,WP/Kaiser/Havard,The Washington Post,,2000-05-22,2001-04-22,,
1418,WPAi,WPA Intelligence,,2011-01-11,2025-03-02,http://wpaintel.com,
560,WPRI,University of Wisconsin Survey Center,,1997-07-16,2010-03-09,,
561,WPRI-TV,WPRI-TV,,1996-10-27,1996-10-27,,
562,WSAZ-TV,WSAZ-TV,,1996-06-24,1996-06-24,,
563,WSMV (Nashville),WSMV (Nashville),,,,,
1653,WT&S Consulting,WT&S Consulting,,2017-11-09,2017-11-20,http://www.wtandsconsulting.com/about-wts-consulting.html,
564,WTMJ,WTMJ,,1988-09-18,1988-09-18,,
565,WV Research Center,West Virginia Research Center,,2000-09-20,2000-10-26,,
859,WWL-TV,WWL-TV,,1996-10-30,1996-10-30,,
630,WXYZ-TV,WXYZ-TV,,,,,
538,Walker,Walker,,1988-10-05,1988-10-05,,
754,War Room Logistics,War Room Logistics,,2008-07-08,2012-01-27,http://www.warroomlogistics.com/,
1002,Ward Research,Ward Research,,1980-06-16,2014-10-18,https://www.wardresearch.com/,
734,Warren Johnson Associates,Warren Johnson Associates,,1976-10-03,1976-10-03,,
1757,Washington College,Washington College,,2022-11-02,2022-11-02,https://www.washcoll.edu/,
1460,Washington Post/George Mason University,The Washington Post/George Mason University Schar School of Policy and Government,,2016-10-30,2025-09-29,https://schar.gmu.edu/news-and-events/latest-news/washington-post-schar-school-poll-accurately-predicts-outcome-of-jones-moore-race,
1502,Washington Post/Kaiser Family Foundation,The Washington Post/KFF,,1999-08-30,2019-08-05,https://www.washingtonpost.com/climate-environment/americans-increasingly-see-climate-change-as-a-crisis-poll-shows/2019/09/12/74234db0-cd2a-11e9-87fa-8501a456c003_story.html,
738,Watertown Public Opinion,Watertown Public Opinion,,1976-10-27,1976-10-27,,
541,Wayne State U.,Wayne State U.,,1990-08-02,1992-10-21,,
542,We Ask America,We Ask America,,2010-02-18,2020-09-20,http://www.weaskamerica.com/,
543,Weigel/Metz,Weigel/Metz,,,,,
544,Wenzel Strategies,Wenzel Strategies,,2010-01-12,2016-07-13,http://cloutpolitical.com/,
873,Werth,Werth,,1994-02-16,1994-02-16,,
545,West Chester U.,West Chester University,,2000-10-22,2008-10-08,,
586,West Virginia Poll,RMS Research,,,,,
1068,Western Kentucky University,Western Kentucky University Social Science Research Center,,2014-10-19,2016-10-30,http://wkussrc.blogspot.com/,
759,Western New England University,Western New England University Polling Institute,,2008-01-26,2022-09-21,https://www1.wne.edu/polling-institute/,
546,Western Wats,Western Wats,,2010-10-03,2010-10-03,,
547,Westhill Partners,Westhill Partners,,2003-07-16,2006-09-27,,
1684,Where America Stands,Where America Stands,,2014-03-27,2014-05-12,http://web.archive.org/web/20140517153348/http://www.illinoismirror.com/exclusive-rauner-opens-up-18-point-lead-on-quinn-in-new-illinois-mirror-was-poll/,
1583,Whitman Insight Strategies,Whitman Insight Strategies,,2020-06-04,2020-10-13,http://whitmanstrategies.com/,
709,Wichita Eagle-Beacon,Wichita Eagle-Beacon,,1972-11-02,1984-07-30,,
1642,Wick,Wick,,2020-10-28,2025-07-11,https://www.wick.io/,
1545,Wick Communications,Wick Communications,,2006-09-23,2006-10-28,https://wickcommunications.com/,
548,Wiese Research Associates,Wiese Research Associates,,2010-10-21,2012-10-25,https://wraresearch.com/,
549,Wilkerson and Associates,Wilkerson and Associates,,1988-08-11,1988-08-11,,
644,William Hamilton and Associates/Targeting Systems Inc.,William Hamilton and Associates/Targeting Systems Inc.,,1979-09-16,1980-05-22,,
550,Wilmington News-Journal,Wilmington News-Journal,,1976-09-03,1988-10-26,,
606,Wilson Perkins Allen Opinion Research,Wilson Perkins Allen Opinion Research,,2004-05-05,2016-10-20,http://www.wparesearch.com/,
1546,Wilson Research Strategies,Wilson Research Strategies,,1998-10-18,2010-10-21,http://www.w-r-s.com/pages/home.htm,
874,Winona Research Bureau,Winona Research Bureau,,1994-11-01,1994-11-01,,
552,Winston,The Winston Group,,2003-01-06,2025-06-14,https://winstongroup.net/,
553,Winthrop U.,Winthrop University Center for Public Opinion & Policy Research,,2007-05-27,2025-05-31,http://www.winthrop.edu/winthroppoll/,
554,Wirthlin Worldwide,Wirthlin Worldwide,,1980-05-12,2002-10-07,,
555,Wisconsin Education Association,Wisconsin Education Association,,1988-05-10,1988-05-10,,
680,Wisconsin MacCready,Wisconsin MacCready,,1980-09-16,1980-09-16,,
849,Wisconsin Survey Research Laboratory,Wisconsin Survey Research Laboratory,,1998-08-26,1998-08-26,,
1414,Wood Communications Group,Wood Communications Group,,2001-10-22,2010-10-27,http://www.wcgpr.com/,
1433,Wright Consulting,Wright Consulting,,2001-09-15,2005-08-10,http://www.wrightconsulting.com/,
1243,Y2 Analytics,Y2 Analytics,,2014-10-02,2020-10-24,http://www.y2analytics.com/,
1279,YG Network,McLaughlin & Associates,,2013-03-07,2013-03-07,http://ygnetwork.org/,
566,Yacoubian Research,Yacoubian Research,,2010-09-07,2010-09-07,,
1903,Yale Youth Poll,Yale University Institution for Social and Policy Studies,,2024-10-08,2025-04-03,https://youthpoll.yale.edu/,
567,Yankelovich,Yankelovich Partners,,1972-08-06,2001-05-24,https://ropercenter.cornell.edu/pioneers-polling/daniel-yankelovich,
1401,York College,York College,,2012-10-11,2012-10-11,https://www.york.cuny.edu/,
568,YouGov,YouGov,,2004-07-06,2025-10-06,https://today.yougov.com/,
1492,YouGov Blue,YouGov Blue,,2019-07-30,2024-08-09,https://today.yougov.com/solutions/sectors/blue,
1490,YouGov Blue/Data for Progress,YouGov Blue/Data for Progress,,2019-06-03,2020-07-27,https://today.yougov.com/solutions/sectors/blue,
1901,YouGov/Center for Working Class Politics,YouGov/Center for Working Class Politics,,2024-10-02,2024-10-02,https://www.workingclasspolitics.org/,
1887,YouGov/SNF Agora,Johns Hopkins University SNF Agora Institute/YouGov,,2024-07-30,2024-07-30,https://snfagora.jhu.edu/,
1854,Z to A Research,Z to A Research,,2023-09-15,2025-08-10,https://www.ztoaresearch.com/,
569,Zata3,Zata3,,2010-07-17,2010-10-20,http://www.zata3.com/,
1338,Zia Poll,Zia Poll,,2016-09-25,2020-10-18,http://ziapoll.com/,
713,Zia Research Associates,Zia Research Associates,,1984-05-20,1984-10-09,,
779,Zimmerman/Marketing Intelligence,Zimmerman & Associates/Marketing Intelligence,,2006-09-04,2008-10-19,,
573,Zogby,Zogby Analytics,,1991-12-07,2023-10-15,http://www.zogbyanalytics.com/,
574,Zogby/Newsmax,Zogby/Newsmax,,,,,
1641,aytm.com,AYTM,,2020-10-31,2020-11-01,https://aytm.com/,
1557,brilliant corners Research & Strategies,brilliant corners Research & Strategies,,2008-09-17,2025-08-12,https://brilliantcorners.org/,
82,ccAdvertising,ccAdvertising,,2010-05-21,2014-11-01,https://ccadvertising.biz/,
1497,co/efficient,co/efficient,REP,2019-09-06,2025-10-01,https://coefficient.org/,
1826,i360,i360,,2023-10-04,2023-10-04,https://www.i-360.com/,
1299,icitizen,icitizen,,2016-06-27,2018-05-30,https://icitizen.com/,
1936,Justice Research Fund,,,2025-03-02,2025-03-02,https://justiceresearchfund.com/,
1937,Lake Research/Slingshot Strategies,,,2025-03-10,2025-03-10,,
1938,Advanced Targeting Research,,,2025-03-26,2025-03-26,https://www.advancedtargetingresearch.com/reports,
1939,Pulse Decision Sicence,,,2025-04-09,2025-09-10,https://www.pulsedecisionscience.com/,
1959,American Directions,American Directions Research Group,,2025-07-08,2025-07-08,https://americandirections.com/,
1960,Platform Communications,Platform Communications,,2025-09-30,2025-09-30,https://www.platform-communications.com/,
1892,University of Houston/Texas Southern University,University of Houston Hobby School of Public Affairs/Texas Southern University School of Public Affairs/YouGov,,2021-10-21,2025-10-01,https://uh.edu/hobby/txtrends/2024/,
1962,Deep Root Analytics,Deep Root Analytics,,2025-09-28,2025-09-28,https://www.deeprootanalytics.com/,
1963,Zenith Research,Zenith Research,,2025-10-10,2025-10-10,https://zenith-research.com/,
